Item	Category	Sources
Jikki Kai	Loot	Dai-ryumyaku Weapon Coffer (IL 370)
Senju Shin	Instance	Doma Castle
Claws of the Crimson Lotus	Instance	Ala Mhigo	Kugane Castle	The Temple of the Fist
Garuda's Gaze	Loot	Vortex Weapon Coffer (IL 70)
Garuda's Gaze	Instance	The Howling Eye (Hard)
Byakko's Fists	Loot	Byakko Weapon Coffer (IL 355)
Byakko's Fists	Instance	The Jade Stoa (Extreme)
Deepgold Katars	Loot	White Oak Weapon Coffer (IL 385)
Wave Shamshir	Loot	Tidal Weapon Coffer (IL 95)
Dreadwyrm Blade	Loot	Dreadwyrm Weapon Coffer (IL 135)
Dissector	Loot	Paladin's Dissector Arms (IL 130)
High Allagan Blade	Loot	High Allagan Weapon Coffer (IL 115)
Break Blade	Loot	Level 50 Weapon Coffer (IL 90)
Allagan Blade	Loot	Allagan Weapon Coffer (IL 95)
Giantsgall Longsword	Loot	Level 50 Weapon Coffer (IL 70)
Tyrfing	Loot	Paladin's Tyrfing Arms (IL 136)
True Ice Brand	Loot	Ice Weapon Coffer (IL 110)
Martial Sword	Loot	Paladin's Martial Arms (IL 120)
Thunderstrike	Loot	Levin Weapon Coffer (IL 100)
Ifrit's Blade	Loot	Inferno Weapon Coffer (IL 60)
Ifrit's Blade	Instance	The Bowl of Embers (Hard)
Burtgang	Loot	Level 50 Weapon Coffer (IL 110)
Morbid Mogblade	Loot	Mogpon Coffer (IL 75)
Morbid Mogblade	Instance	Thornmarch (Hard)
Cobalt Winglet	Loot	Level 49 Weapon Coffer
Darklight Macuahuitl	Loot	Paladin's Darklight Arms (IL 55)
Cobalt Shamshir	Loot	Level 45 Weapon Coffer
Crier's Broadsword	Loot	Paladin's Crier Arms (Lv. 38)
Templar's Falchion	Loot	Paladin's Templar Arms (Lv. 47)
Steel Longsword	Loot	Level 36 Weapon Coffer
Ancient Sword	Loot	Paladin's Ancient Arms (Lv. 41)
Blunt Aeolian Scimitar	Instance	The Wanderer's Palace
Greatsword of Divine Light	Loot	Divine Light Weapon Coffer (IL 580)
Greatsword of Divine Light	Instance	The Minstrel's Ballad: Hydaelyn's Call
Plumed Oak Macuahuitl	Loot	Level 40 Weapon Coffer
Windswept Faussar	Loot	Windswept Weapon Coffer (IL 615)
Windswept Faussar	Instance	Storm's Crown (Extreme)
Bismuth Greatsword	Loot	Phrygian Weapon Coffer (IL 533)
Ktiseos Greatsword	Instance	Ktisis Hyperboreia
Asphodelos Claymore	Loot	Asphodelos Weapon Coffer (IL 605)
Asphodelos Claymore	Instance	Asphodelos: The Fourth Circle (Savage)
Imperial Magitek Guillotine	Instance	The Tower of Babil
Emerald Greatsword	Loot	Emerald Weapon Coffer (IL 515)
Emerald Greatsword	Instance	Castrum Marinum (Extreme)
Manganese Greatsword	Loot	Ironwood Weapon Coffer (IL 539)
High Durium Greatsword	Loot	Pewter Weapon Coffer (IL 525)
Diamond Zeta Guillotine	Loot	Diamond Zeta Weapon Coffer (IL 525)
Diamond Zeta Guillotine	Instance	The Cloud Deck (Extreme)
Edenchoir Greatsword	Loot	Edenchoir Weapon Coffer (IL 505)
Edenchoir Greatsword	Instance	Eden's Verse: Refulgence (Savage)
High Durium Guillotine	Loot	Horse Chestnut Weapon Coffer (IL 515)
Monstrorum Greatsword	Instance	The Tower of Zot
Chondrite Magitek Guillotine	Loot	Chondrite Weapon Coffer (IL 545)
Eleos	Loot	Hades Weapon Coffer (IL 465)
Eleos	Instance	The Minstrel's Ballad: Hades's Elegy
Ruby Greatsword	Loot	Ruby Weapon Coffer (IL 485)
Ruby Greatsword	Instance	Cinder Drift (Extreme)
Palaka Claymore	Instance	Vanaspati
Edengrace Greatsword	Loot	Edengrace Weapon Coffer (IL 475)
Edengrace Greatsword	Instance	Eden's Gate: Sepulture (Savage)
Zurvanite Fists	Loot	Zurvanite Weapon Coffer (IL 265)
Zurvanite Fists	Instance	Containment Bay Z1T9 (Extreme)
Knuckles of the Heavens	Loot	Heavens Weapon Coffer (IL 205)
Knuckles of the Heavens	Instance	The Minstrel's Ballad: Thordan's Reign
Ghost Barque Katars	Instance	The Sirensong Sea
Alexandrian Metal Knuckles	Loot	Alexandrian Weapon Coffer (IL 275)
Alexandrian Metal Knuckles	Instance	Alexander - The Soul of the Creator (Savage)
Baldur Claws	Instance	Neverreap	The Fractal Continuum
Horde Knuckles	Loot	Horde Weapon Coffer (IL 235)
Horde Knuckles	Instance	The Minstrel's Ballad: Nidhogg's Rage
Ruby Tide Claws	Instance	Shisui of the Violet Tides
Hive Claws	Loot	Hive Weapon Coffer (IL 190)
Hive Claws	Instance	Thok ast Thok (Extreme)
Sophic Fists	Loot	Sophic Weapon Coffer (IL 255)
Sophic Fists	Instance	Containment Bay P1T6 (Extreme)
The Dancing Reeds	Instance	Bardam's Mettle
Ghost Barque Cinquedeas	Instance	The Sirensong Sea
Ohojo Shin	Instance	Doma Castle
Fists of the Sephirot	Loot	Sephirotic Weapon Coffer (IL 220)
Fists of the Sephirot	Instance	Containment Bay S1T7 (Extreme)
Hive Kris	Loot	Hive Weapon Coffer (IL 190)
Hive Kris	Instance	Thok ast Thok (Extreme)
Zurvanite Points	Loot	Zurvanite Weapon Coffer (IL 265)
Zurvanite Points	Instance	Containment Bay Z1T9 (Extreme)
Midan Metal Daggers	Loot	Midan Weapon Coffer (IL 245)
Midan Metal Daggers	Instance	Alexander - The Burden of the Son (Savage)
Daggers of the Heavens	Loot	Heavens Weapon Coffer (IL 205)
Daggers of the Heavens	Instance	The Minstrel's Ballad: Thordan's Reign
Sophic Points	Loot	Sophic Weapon Coffer (IL 255)
Sophic Points	Instance	Containment Bay P1T6 (Extreme)
Gordian Baselards	Loot	Gordian Weapon Coffer (IL 210)
Gordian Baselards	Instance	Alexander - The Burden of the Father (Savage)
Expanse Machetes	Loot	Expanse Weapon Coffer (IL 175)
Expanse Machetes	Instance	The Limitless Blue (Extreme)
Horde Daggers	Loot	Horde Weapon Coffer (IL 235)
Horde Daggers	Instance	The Minstrel's Ballad: Nidhogg's Rage
Alexandrian Metal Daggers	Loot	Alexandrian Weapon Coffer (IL 275)
Alexandrian Metal Daggers	Instance	Alexander - The Soul of the Creator (Savage)
Titanbronze Guillotine	Loot	Titanbronze Weapon Coffer (IL 409)
Bluespirit Guillotine	Loot	Bluespirit Weapon Coffer (IL 403)
Byakko's Greatsword	Loot	Byakko Weapon Coffer (IL 355)
Byakko's Greatsword	Instance	The Jade Stoa (Extreme)
The King's Guillotine	Loot	Titania Weapon Coffer (IL 450)
The King's Guillotine	Instance	The Dancing Plague (Extreme)
Seiryu's Spine	Loot	Seiryu Weapon Coffer (IL 395)
Seiryu's Spine	Instance	The Wreath of Snakes (Extreme)
Odenta Kai	Loot	Dai-ryumyaku Weapon Coffer (IL 370)
Diamond Greatsword	Loot	Diamond Weapon Coffer (IL 375)
Diamond Greatsword	Instance	Sigmascape V4.0 (Savage)
Suzaku's Odachi	Loot	Suzaku Weapon Coffer (IL 385)
Suzaku's Odachi	Instance	Hells' Kier (Extreme)
Tsukuyomi's Odachi	Loot	Tsukuyomi Weapon Coffer (IL 365)
Tsukuyomi's Odachi	Instance	The Minstrel's Ballad: Tsukuyomi's Pain
Fae Guillotine	Instance	Dohn Mheg
Lakeland Greatsword	Instance	Holminster Switch
Nabaath Blade	Instance	Malikah's Well
Halonic Vicar's Main Gauches	Instance	The Vault
Greatsword of the Forgiven	Instance	Mt. Gulg
Hofuds	Instance	The Aery
Omega Claymore	Loot	Omega Weapon Coffer (IL 405)
Omega Claymore	Instance	Alphascape V4.0 (Savage)
True Ice Daggers	Loot	Ice Weapon Coffer (IL 110)
True Ice Daggers	Instance	The Akh Afah Amphitheatre (Extreme)
Martial Main Gauches	Instance	The Dusk Vigil
Belah'dian Cinquedea	Instance	The Great Gubal Library
Air Knives	Loot	Level 50 Weapon Coffer (IL 90)
Renegades	Instance	Sohm Al
Dreadwyrm Daggers	Loot	Dreadwyrm Weapon Coffer (IL 135)
Dreadwyrm Daggers	Instance	The Final Coil of Bahamut - Turn 4
Wave Kris	Loot	Tidal Weapon Coffer (IL 95)
Wave Kris	Instance	The Whorleater (Extreme)
Windswept Blade	Loot	Windswept Weapon Coffer (IL 615)
Windswept Blade	Instance	Storm's Crown (Extreme)
Blade of Light	Loot	Light Weapon Coffer (IL 495)
Blade of Light	Instance	The Seat of Sacrifice (Extreme)
Edenmorn Samurai Blade	Loot	Edenmorn Weapon Coffer (IL 535)
Edenmorn Samurai Blade	Instance	Eden's Promise: Eternity (Savage)
Abyssos Blade	Loot	Abyssos Weapon Coffer (IL 635)
Abyssos Blade	Instance	Abyssos: The Eighth Circle (Savage)
High Durium Katana	Loot	Horse Chestnut Weapon Coffer (IL 515)
Ktiseos Blade	Instance	Ktisis Hyperboreia
Monstrorum Katana	Instance	The Tower of Zot
Asphodelos Samurai Blade	Loot	Asphodelos Weapon Coffer (IL 605)
Asphodelos Samurai Blade	Instance	Asphodelos: The Fourth Circle (Savage)
Bismuth Uchigatana	Loot	Phrygian Weapon Coffer (IL 533)
Manganese Uchigatana	Loot	Ironwood Weapon Coffer (IL 539)
Edenchoir Samurai Blade	Loot	Edenchoir Weapon Coffer (IL 505)
Edenchoir Samurai Blade	Instance	Eden's Verse: Refulgence (Savage)
Bluefeather Tachi	Loot	Bluefeather Weapon Coffer (IL 595)
Bluefeather Tachi	Instance	The Minstrel's Ballad: Endsinger's Aria
Palaka Tulwar	Instance	Vanaspati
Emerald Blade	Loot	Emerald Weapon Coffer (IL 515)
Emerald Blade	Instance	Castrum Marinum (Extreme)
Imperial Magitek Samurai Blade	Instance	The Tower of Babil
Blade of Divine Light	Loot	Divine Light Weapon Coffer (IL 580)
Blade of Divine Light	Instance	The Minstrel's Ballad: Hydaelyn's Call
Chondrite Magitek Samurai Blade	Loot	Chondrite Weapon Coffer (IL 545)
Diamond Zeta Blade	Loot	Diamond Zeta Weapon Coffer (IL 525)
Diamond Zeta Blade	Instance	The Cloud Deck (Extreme)
Ktiseos War Axe	Instance	Ktisis Hyperboreia
Manganese Axe	Loot	Ironwood Weapon Coffer (IL 539)
Asphodelos War Hammer	Loot	Asphodelos Weapon Coffer (IL 605)
Asphodelos War Hammer	Instance	Asphodelos: The Fourth Circle (Savage)
Imperial Magitek Axe	Instance	The Tower of Babil
High Durium Bhuj	Loot	Pewter Weapon Coffer (IL 525)
Abyssos War Axe	Loot	Abyssos Weapon Coffer (IL 635)
Abyssos War Axe	Instance	Abyssos: The Eighth Circle (Savage)
Palaka Bardiche	Instance	Vanaspati
Labrys of Divine Light	Loot	Divine Light Weapon Coffer (IL 580)
Labrys of Divine Light	Instance	The Minstrel's Ballad: Hydaelyn's Call
Windswept Battleaxe	Loot	Windswept Weapon Coffer (IL 615)
Windswept Battleaxe	Instance	Storm's Crown (Extreme)
Monstrorum Battleaxe	Instance	The Tower of Zot
Bluefeather Axe	Loot	Bluefeather Weapon Coffer (IL 595)
Bluefeather Axe	Instance	The Minstrel's Ballad: Endsinger's Aria
Chondrite Magitek Axe	Loot	Chondrite Weapon Coffer (IL 545)
Emerald Battleaxe	Loot	Emerald Weapon Coffer (IL 515)
Emerald Battleaxe	Instance	Castrum Marinum (Extreme)
Edenmorn Battleaxe	Loot	Edenmorn Weapon Coffer (IL 535)
Edenmorn Battleaxe	Instance	Eden's Promise: Eternity (Savage)
Axe of Light	Loot	Light Weapon Coffer (IL 495)
Axe of Light	Instance	The Seat of Sacrifice (Extreme)
Diamond Zeta Battleaxe	Loot	Diamond Zeta Weapon Coffer (IL 525)
Diamond Zeta Battleaxe	Instance	The Cloud Deck (Extreme)
High Durium Axe	Loot	Horse Chestnut Weapon Coffer (IL 515)
Frostbite	Loot	Gladiator's Frostbite Arms (Lv. 24)
Edenchoir Battleaxe	Loot	Edenchoir Weapon Coffer (IL 505)
Edenchoir Battleaxe	Instance	Eden's Verse: Refulgence (Savage)
Bardiche of Ascension	Loot	Ascension Weapon Coffer (IL 665)
Iron Shortsword	Loot	Level 21 Weapon Coffer
Plundered Falchion	Loot	Gladiator's Plundered Arms (Lv. 15)
Longstop Sword	Loot	Paladin's Longstop Arms (Lv. 32)
Walnut Macuahuitl	Loot	Level 34 Weapon Coffer
Elm Macuahuitl	Loot	Level 28 Weapon Coffer
Inquisitor's Tuck	Loot	Gladiator's Inquisitor Arms (Lv. 28)
Steel Broadsword	Loot	Level 24 Weapon Coffer
Doctore's Scimitar	Loot	Gladiator's Doctore Arms (Lv. 20)
Obscure Hyposkhesphyra	Loot	Hyposkhesphyra Weapon Coffer
Voidcast Labrys	Loot	Voidcast Weapon Coffer (IL 645)
Voidcast Labrys	Instance	The Voidcast Dais (Extreme)
Sophic Katana	Loot	Sophic Weapon Coffer (IL 255)
Sophic Katana	Instance	Containment Bay P1T6 (Extreme)
Genji Katana	Loot	Genji Weapon Coffer (IL 345)
Genji Katana	Instance	Deltascape V4.0 (Savage)
Tsukuyomi's Chokuto	Loot	Tsukuyomi Weapon Coffer (IL 365)
Tsukuyomi's Chokuto	Instance	The Minstrel's Ballad: Tsukuyomi's Pain
The Unsullied Skies	Instance	Bardam's Mettle
Kotetsu	Instance	Castrum Abania
Okanehira Shin	Instance	Doma Castle
Ghost Barque Katana	Instance	The Sirensong Sea
Ruby Tide Uchigatana	Instance	Shisui of the Violet Tides
Antiquated Kiku-ichimonji	Loot	Myochin Attire Coffer (IL 290)
Zurvanite Katana	Loot	Zurvanite Weapon Coffer (IL 265)
Zurvanite Katana	Instance	Containment Bay Z1T9 (Extreme)
Ruby Battleaxe	Loot	Ruby Weapon Coffer (IL 485)
Ruby Battleaxe	Instance	Cinder Drift (Extreme)
Uchigatana of the Crimson Lotus	Instance	Ala Mhigo	Kugane Castle	The Temple of the Fist
Alexandrian Metal Katana	Loot	Alexandrian Weapon Coffer (IL 275)
Alexandrian Metal Katana	Instance	Alexander - The Soul of the Creator (Savage)
Mikazuki Kai	Loot	Dai-ryumyaku Weapon Coffer (IL 370)
Omega Battleaxe	Loot	Omega Weapon Coffer (IL 405)
Omega Battleaxe	Instance	Alphascape V4.0 (Savage)
Thumosis	Loot	Hades Weapon Coffer (IL 465)
Thumosis	Instance	The Minstrel's Ballad: Hades's Elegy
Ravel Keeper's Axe	Instance	The Qitana Ravel
Suzaku's Greataxe	Loot	Suzaku Weapon Coffer (IL 385)
Suzaku's Greataxe	Instance	Hells' Kier (Extreme)
Labrys of the Forgiven	Instance	Mt. Gulg
Edengrace Battleaxe	Loot	Edengrace Weapon Coffer (IL 475)
Edengrace Battleaxe	Instance	Eden's Gate: Sepulture (Savage)
Deepgold Axe	Loot	Deepgold Weapon Coffer (IL 395)
Dwarven Mythril Hammer	Loot	Dwarven Mythril Weapon Coffer (IL 415)
Lakeland War Axe	Instance	Holminster Switch
Deepgold Battleaxe	Loot	White Oak Weapon Coffer (IL 385)
Nabaath Axe	Instance	Malikah's Well
Katayama	Instance	The Aery
Maliferous Mogtana	Loot	Mogpon Coffer (IL 75)
Maliferous Mogtana	Instance	Thornmarch (Hard)
Gordian Katana	Loot	Gordian Weapon Coffer (IL 210)
Gordian Katana	Instance	Alexander - The Burden of the Father (Savage)
Katana of Crags	Loot	Crag Weapon Coffer (IL 80)
Katana of Crags	Instance	The Navel (Hard)
Gunromaru	Instance	Sohm Al
Horde Katana	Loot	Horde Weapon Coffer (IL 235)
Horde Katana	Instance	The Minstrel's Ballad: Nidhogg's Rage
Wave Katana	Loot	Tidal Weapon Coffer (IL 95)
Wave Katana	Instance	The Whorleater (Extreme)
True Ice Katana	Loot	Ice Weapon Coffer (IL 110)
True Ice Katana	Instance	The Akh Afah Amphitheatre (Extreme)
Thunderstroke	Loot	Levin Weapon Coffer (IL 100)
Thunderstroke	Instance	The Striking Tree (Extreme)
Hive Katana	Loot	Hive Weapon Coffer (IL 190)
Hive Katana	Instance	Thok ast Thok (Extreme)
Halonic Friar's Katana	Instance	The Vault
Midan Metal Katana	Loot	Midan Weapon Coffer (IL 245)
Midan Metal Katana	Instance	Alexander - The Burden of the Son (Savage)
Katana of the Heavens	Loot	Heavens Weapon Coffer (IL 205)
Katana of the Heavens	Instance	The Minstrel's Ballad: Thordan's Reign
Expanse Katana	Loot	Expanse Weapon Coffer (IL 175)
Expanse Katana	Instance	The Limitless Blue (Extreme)
Kagehide	Instance	The Great Gubal Library
Baldur Katana	Instance	Neverreap	The Fractal Continuum
The King's Katana	Loot	Titania Weapon Coffer (IL 450)
The King's Katana	Instance	The Dancing Plague (Extreme)
Blade of the Forgiven	Instance	Mt. Gulg
Edengrace Blade	Loot	Edengrace Weapon Coffer (IL 475)
Edengrace Blade	Instance	Eden's Gate: Sepulture (Savage)
Deepgold Blade	Loot	White Oak Weapon Coffer (IL 385)
Deepgold Uchigatana	Loot	Deepgold Weapon Coffer (IL 395)
Aischune	Loot	Hades Weapon Coffer (IL 465)
Aischune	Instance	The Minstrel's Ballad: Hades's Elegy
Nabaath Katana	Instance	Malikah's Well
Ruby Samurai Blade	Loot	Ruby Weapon Coffer (IL 485)
Ruby Samurai Blade	Instance	Cinder Drift (Extreme)
Bluespirit Uchigatana	Loot	Bluespirit Weapon Coffer (IL 403)
Titanbronze Uchigatana	Loot	Titanbronze Weapon Coffer (IL 409)
Suzaku's Chokuto	Loot	Suzaku Weapon Coffer (IL 385)
Suzaku's Chokuto	Instance	Hells' Kier (Extreme)
Kanesada Kai	Loot	Dai-ryumyaku Weapon Coffer (IL 370)
Dwarven Mythril Uchigatana	Loot	Dwarven Mythril Weapon Coffer (IL 415)
Fae Blade	Instance	Dohn Mheg
Diamond Katana	Loot	Diamond Weapon Coffer (IL 375)
Diamond Katana	Instance	Sigmascape V4.0 (Savage)
Spear of the Crimson Lotus	Instance	Ala Mhigo	Kugane Castle	The Temple of the Fist
The Nimble Beast	Instance	Bardam's Mettle
Susano's Pike	Loot	Susano Weapon Coffer (IL 320)
Susano's Pike	Instance	The Pool of Tribute (Extreme)
Zurvanite Pike	Loot	Zurvanite Weapon Coffer (IL 265)
Zurvanite Pike	Instance	Containment Bay Z1T9 (Extreme)
Shinryu's Lance	Loot	Shinryu Weapon Coffer (IL 335)
Shinryu's Lance	Instance	The Minstrel's Ballad: Shinryu's Domain
Byakko's Lance	Loot	Byakko Weapon Coffer (IL 355)
Byakko's Lance	Instance	The Jade Stoa (Extreme)
Ruby Tide Lance	Instance	Shisui of the Violet Tides
Genji Naginata	Loot	Genji Weapon Coffer (IL 345)
Genji Naginata	Instance	Deltascape V4.0 (Savage)
Otegine Kai	Loot	Dai-ryumyaku Weapon Coffer (IL 370)
Narval	Instance	Castrum Abania
Fae Spear	Instance	Dohn Mheg
Lakeland Lance	Instance	Holminster Switch
Menis	Loot	Hades Weapon Coffer (IL 465)
Menis	Instance	The Minstrel's Ballad: Hades's Elegy
Diamond Halberd	Loot	Diamond Weapon Coffer (IL 375)
Diamond Halberd	Instance	Sigmascape V4.0 (Savage)
White Oak Partisan	Loot	White Oak Weapon Coffer (IL 385)
Edengrace Spear	Loot	Edengrace Weapon Coffer (IL 475)
Edengrace Spear	Instance	Eden's Gate: Sepulture (Savage)
Sandteak Fauchard	Loot	Titanbronze Weapon Coffer (IL 409)
Suzaku's Lance	Loot	Suzaku Weapon Coffer (IL 385)
Suzaku's Lance	Instance	Hells' Kier (Extreme)
Bluespirit Spear	Loot	Bluespirit Weapon Coffer (IL 403)
Dwarven Lignum Lance	Loot	Dwarven Mythril Weapon Coffer (IL 415)
Seiryu's Lance	Loot	Seiryu Weapon Coffer (IL 395)
Seiryu's Lance	Instance	The Wreath of Snakes (Extreme)
Trident of the Forgiven	Instance	Mt. Gulg
Applewood Spear	Loot	Deepgold Weapon Coffer (IL 395)
Midan Metal Spear	Loot	Midan Weapon Coffer (IL 245)
Midan Metal Spear	Instance	Alexander - The Burden of the Son (Savage)
Baldur Spear	Instance	Neverreap	The Fractal Continuum
Omega Trident	Loot	Omega Weapon Coffer (IL 405)
Omega Trident	Instance	Alphascape V4.0 (Savage)
Thavnairian Partisan	Instance	The Great Gubal Library
Halberd of the Heavens	Loot	Heavens Weapon Coffer (IL 205)
Halberd of the Heavens	Instance	The Minstrel's Ballad: Thordan's Reign
Pike of the Sephirot	Loot	Sephirotic Weapon Coffer (IL 220)
Pike of the Sephirot	Instance	Containment Bay S1T7 (Extreme)
Expanse Partisan	Loot	Expanse Weapon Coffer (IL 175)
Expanse Partisan	Instance	The Limitless Blue (Extreme)
Halonic Ostiary's Halberd	Instance	The Vault
Gordian Trident	Loot	Gordian Weapon Coffer (IL 210)
Gordian Trident	Instance	Alexander - The Burden of the Father (Savage)
Hive Spear	Loot	Hive Weapon Coffer (IL 190)
Hive Spear	Instance	Thok ast Thok (Extreme)
Sophic Pike	Loot	Sophic Weapon Coffer (IL 255)
Sophic Pike	Instance	Containment Bay P1T6 (Extreme)
Horde Spear	Loot	Horde Weapon Coffer (IL 235)
Horde Spear	Instance	The Minstrel's Ballad: Nidhogg's Rage
The King's Spear	Loot	Titania Weapon Coffer (IL 450)
The King's Spear	Instance	The Dancing Plague (Extreme)
Grasitha	Instance	The Aery
War Scythe of Divine Light	Loot	Divine Light Weapon Coffer (IL 580)
War Scythe of Divine Light	Instance	The Minstrel's Ballad: Hydaelyn's Call
Asphodelos War Scythe	Loot	Asphodelos Weapon Coffer (IL 605)
Asphodelos War Scythe	Instance	Asphodelos: The Fourth Circle (Savage)
War Scythe of the Forgiven	Instance	Mt. Gulg
Dwarven Mythril War Scythe	Loot	Dwarven Mythril Weapon Coffer (IL 415)
Lakeland Scythe	Instance	Holminster Switch
Edenmorn Sickle	Loot	Edenmorn Weapon Coffer (IL 535)
Edenmorn Sickle	Instance	Eden's Promise: Eternity (Savage)
Naigama of the Crimson Lotus	Instance	Ala Mhigo	Kugane Castle	The Temple of the Fist
Omega Zaghnal	Loot	Omega Weapon Coffer (IL 405)
Omega Zaghnal	Instance	Alphascape V4.0 (Savage)
Windswept Zaghnal	Loot	Windswept Weapon Coffer (IL 615)
Windswept Zaghnal	Instance	Storm's Crown (Extreme)
Deepgold War Scythe	Loot	White Oak Weapon Coffer (IL 385)
Ravel Keeper's Sickle	Instance	The Qitana Ravel
Ktiseos Zaghnal	Instance	Ktisis Hyperboreia
Manganese War Scythe	Loot	Ironwood Weapon Coffer (IL 539)
Flamecloaked Scythe	Loot	Flamecloaked Weapon Coffer (IL 625)
Flamecloaked Scythe	Instance	Mount Ordeals (Extreme)
Monstrorum Sickle	Instance	The Tower of Zot
Bluespirit Sickle	Loot	Bluespirit Weapon Coffer (IL 403)
Palaka War Scythe	Instance	Vanaspati
Nabaath Zaghnal	Instance	Malikah's Well
High Durium War Scythe	Loot	Pewter Weapon Coffer (IL 525)
Augmented Crystarium War Scythe	Loot	Crystarium Weapon Coffer (IL 500)
Titanbronze Zaghnal	Loot	Titanbronze Weapon Coffer (IL 409)
Bluefeather Zaghnal	Loot	Bluefeather Weapon Coffer (IL 595)
Bluefeather Zaghnal	Instance	The Minstrel's Ballad: Endsinger's Aria
Bismuth War Scythe	Loot	Phrygian Weapon Coffer (IL 533)
Imperial Magitek War Scythe	Instance	The Tower of Babil
High Durium Sickle	Loot	Horse Chestnut Weapon Coffer (IL 515)
Voidcast War Scythe	Loot	Voidcast Weapon Coffer (IL 645)
Voidcast War Scythe	Instance	The Voidcast Dais (Extreme)
Iron Guisarme	Loot	Level 21 Weapon Coffer
Plundered Guisarme	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Blackbosom Fate Reaper	Loot	Blackbosom Weapon Coffer
Steel Halberd	Loot	Level 28 Weapon Coffer
War Scythe of Ascension	Loot	Ascension Weapon Coffer (IL 665)
Stark Hyposkhesphyra	Loot	Hyposkhesphyra Weapon Coffer
Tidesplitter	Instance	Haukke Manor
Exclusive Eastern Journey Battle Staff	Loot	Eastern Journey Attire Coffer
Silver Battle Fork	Loot	Level 24 Weapon Coffer
Doctore's Fork	Instance	Halatali
Abyssos Sickle	Loot	Abyssos Weapon Coffer (IL 635)
Abyssos Sickle	Instance	Abyssos: The Eighth Circle (Savage)
Iron Lance	Loot	Level 18 Weapon Coffer
Manganese Daggers	Loot	Ironwood Weapon Coffer (IL 539)
Windswept Daggers	Loot	Windswept Weapon Coffer (IL 615)
Windswept Daggers	Instance	Storm's Crown (Extreme)
Knives of Ascension	Loot	Ascension Weapon Coffer (IL 665)
Ifrit's Katana	Loot	Inferno Weapon Coffer (IL 60)
Ifrit's Katana	Instance	The Bowl of Embers (Hard)
Ktiseos Main Gauches	Instance	Ktisis Hyperboreia
Imperial Magitek Cleavers	Instance	The Tower of Babil
Asphodelos Daggers	Loot	Asphodelos Weapon Coffer (IL 605)
Asphodelos Daggers	Instance	Asphodelos: The Fourth Circle (Savage)
Abyssos Cleavers	Loot	Abyssos Weapon Coffer (IL 635)
Abyssos Cleavers	Instance	Abyssos: The Eighth Circle (Savage)
